,index,Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,avg_salary
2316,2524,Senior Scientist - Computational Biology,$88K-$140K ,3.5,Leidos,"San Diego, CA","Reston, VA",10000+ employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,114000.0
2317,2525,Deep Learning Research Scientist / Engineer (Deep Learning & Algorithms),$88K-$140K ,3.4,"Samsung Semiconductor, Inc.","San Diego, CA","Suwon, South Korea",1001 to 5000 employees,1983,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,114000.0
2318,2526,Systems Analyst - Data Integration and ETL process,$88K-$140K ,3.4,Kelly,"San Diego, CA","Troy, MI",5001 to 10000 employees,1946,Company - Public,Staffing & Outsourcing,Business Services,114000.0
2319,2527,"Scientist, Cellular Reprogramming and Engineering",$88K-$140K ,4.2,"Fate Therapeutics, Inc.","San Diego, CA","San Diego, CA",51 to 200 employees,NA,Company - Public,Accounting,Accounting & Legal,114000.0
2320,2528,Big Data Engineer,$88K-$140K ,3.8,Inseego,"San Diego, CA","San Diego, CA",501 to 1000 employees,1996,Company - Public,Telecommunications Services,Telecommunications,114000.0
2321,2529,Machine Learning Engineer with DevOps(Expertise in CI/CD & Python Programming),$88K-$140K ,5.0,SVK Technology Solutions,"San Diego, CA","Bengaluru, India",Unknown,NA,Company - Public,Not Specified,Not Specified,114000.0
2322,2530,"Scientist, Oncology",$88K-$140K ,3.2,BioDuro,"San Diego, CA","San Diego, CA",501 to 1000 employees,2005,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,114000.0
2323,2531,"Sr. Scientist, DMPK",$88K-$140K ,4.3,Neurocrine Biosciences,"San Diego, CA","San Diego, CA",501 to 1000 employees,1992,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,114000.0
2324,2532,Bioinformatics Scientist,$88K-$140K ,NA,Eclipse BioInnovations,"San Diego, CA",-1,-1,NA,-1,Not Specified,Not Specified,114000.0
2325,2533,"Lead Scientist, Neurobiology (m/f/d)",$88K-$140K ,NA,ATAI Life Sciences AG,"San Diego, CA","Munich, Germany",1 to 50 employees,2018,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,114000.0
2326,2534,"Scientist, CAR-T",$88K-$140K ,2.9,Sorrento Therapeutics,"San Diego, CA","San Diego, CA",51 to 200 employees,NA,Unknown,Not Specified,Not Specified,114000.0
2327,2535,"Director, Data Sciences, Non Clinical Safety",$88K-$140K ,4.0,J&J Family of Companies,"La Jolla, CA","New Brunswick, NJ",10000+ employees,1887,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,114000.0
2328,2536,"Associate Scientist, In Vivo Pharmacology",$88K-$140K ,4.2,"Fate Therapeutics, Inc.","San Diego, CA","San Diego, CA",51 to 200 employees,NA,Company - Public,Accounting,Accounting & Legal,114000.0
2329,2537,Lead Healthcare/Claims Data Scientist,$88K-$140K ,4.1,Kforce,"San Diego, CA","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,114000.0
2330,2538,Data Integration Architect,$88K-$140K ,3.7,"Sunrise Systems, Inc.","San Diego, CA","Edison, NJ",501 to 1000 employees,1990,Company - Private,IT Services,Information Technology,114000.0
2331,2539,Research Scientist - Perovskite Solar Cell,$88K-$140K ,NA,"NanoSD, Inc.","San Diego, CA",-1,-1,NA,-1,Not Specified,Not Specified,114000.0
2332,2540,Product Development Scientist - Cell Analysis,$88K-$140K ,2.9,BioLegend,"San Diego, CA","San Diego, CA",501 to 1000 employees,2002,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,114000.0
2333,2541,Senior Data Analyst,$88K-$140K ,3.4,Axos Bank,"San Diego, CA","San Diego, CA",1001 to 5000 employees,2000,Company - Public,Banks & Credit Unions,Finance,114000.0
2334,2542,Senior Scientist (Molecular Dx Dermatology,$88K-$140K ,4.8,Simply Biotech,"San Diego, CA","San Diego, CA",51 to 200 employees,NA,Company - Private,Not Specified,Not Specified,114000.0
2335,2543,Sr Data Engineer (DBA),$88K-$140K ,3.5,Dexcom,"San Diego, CA","San Diego, CA",1001 to 5000 employees,1999,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,114000.0
2336,2544,"Senior Scientist, ADME",$88K-$140K ,NA,Turning Point Therapeutics,"San Diego, CA","San Diego, CA",1 to 50 employees,NA,Company - Public,Not Specified,Not Specified,114000.0
2337,2545,"Temporary Research Scientist, Medicinal Chemistry",$88K-$140K ,3.3,Vertex Pharmaceuticals,"San Diego, CA","Boston, MA",1001 to 5000 employees,1989,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,114000.0
2338,2546,Data Analyst IV,$88K-$140K ,3.5,Potomac Management,"San Diego, CA","Hagerstown, MD",51 to 200 employees,NA,Nonprofit Organization,Not Specified,Not Specified,114000.0
2339,2547,Data Engineer II,$88K-$140K ,2.9,American Specialty Health Incorporated,"San Diego, CA","Carmel, IN",1001 to 5000 employees,1987,Company - Private,Health Care Services & Hospitals,Health Care,114000.0
2340,2548,Sr Data Engineer-Supply Chain,$88K-$140K ,3.5,Dexcom,"San Diego, CA","San Diego, CA",1001 to 5000 employees,1999,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,114000.0
2341,2549,Research Scientist — Video Coding Standards,$88K-$140K ,3.8,ByteDance,"San Diego, CA","Beijing, China",10000+ employees,2012,Company - Private,Internet,Information Technology,114000.0
2342,2550,"Director, Safety Scientist: 2020",$88K-$140K ,NA,Mirati Therapeutics Inc,"San Diego, CA","San Diego, CA",Unknown,NA,Company - Private,Not Specified,Not Specified,114000.0
2343,2551,Molecular Researcher and Data Analyst,$88K-$140K ,3.6,University of California - San Diego Medical Centers,"San Diego, CA","San Diego, CA",10000+ employees,1966,Hospital,Health Care Services & Hospitals,Health Care,114000.0
2344,2552,"Scientist, Stability Coordination",$88K-$140K ,4.3,Neurocrine Biosciences,"San Diego, CA","San Diego, CA",501 to 1000 employees,1992,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,114000.0
2345,2553,Lead Data Engineer/Architect,$88K-$140K ,4.6,Housecall Pro,"San Diego, CA","San Diego, CA",51 to 200 employees,2013,Company - Private,Computer Hardware & Software,Information Technology,114000.0
2346,2554,Deep Learning Research Scientist / Engineer (Deep Learning Algorithms),$74K-$129K ,2.9,Samsung Electronics America,"San Diego, CA","Ridgefield Park, NJ",1001 to 5000 employees,1938,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,101500.0
2347,2555,Sr. Data Analytics consultant,$74K-$129K ,4.5,Rose International,"San Diego, CA","Chesterfield, MO",1001 to 5000 employees,1993,Company - Private,Staffing & Outsourcing,Business Services,101500.0
2348,2556,"Data Analyst 3 (San Diego or Atlanta, GA)",$74K-$129K ,4.0,"BD (Becton, Dickinson and Company)","San Diego, CA",-1,Unknown,NA,Company - Private,Not Specified,Not Specified,101500.0
2349,2557,"Sr Scientist, Protein Chemistry",$74K-$129K ,NA,Mirati Therapeutics Inc,"San Diego, CA","San Diego, CA",Unknown,NA,Company - Private,Not Specified,Not Specified,101500.0
2350,2558,IS Data Architect,$74K-$129K ,2.6,Quidel Corporation,"San Diego, CA","San Diego, CA",1001 to 5000 employees,1979,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,101500.0
2351,2559,Scientist - Bioanalytical Assays,$74K-$129K ,4.9,BioPhase Solutions,"La Jolla, CA","San Diego, CA",1 to 50 employees,NA,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,101500.0
2352,2560,HPC Systems and Data Engineer,$74K-$129K ,4.2,University of California,"San Diego, CA","Oakland, CA",10000+ employees,1868,College / University,Colleges & Universities,Education,101500.0
2353,2561,"Associate Scientist, Analytical Chemistry",$74K-$129K ,4.9,BioPhase Solutions,"San Diego, CA","San Diego, CA",1 to 50 employees,NA,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,101500.0
2354,2562,Data Engineer with SQL,$74K-$129K ,3.8,VLink Inc.,"San Diego, CA","South Windsor, CT",201 to 500 employees,2006,Company - Private,IT Services,Information Technology,101500.0
2355,2563,Aquatic Scientist,$74K-$129K ,4.2,Wood PLC,"San Diego, CA",-1,Unknown,NA,Company - Private,Not Specified,Not Specified,101500.0
2356,2564,In Vitro In Vivo Scientist,$74K-$129K ,NA,"DTx Pharma, Inc","San Diego, CA",-1,-1,NA,-1,Not Specified,Not Specified,101500.0
2357,2565,Computer Scientist,$74K-$129K ,NA,Advanced Sciences and Technologies (AS&T),"San Diego, CA",-1,-1,NA,-1,Not Specified,Not Specified,101500.0
2358,2566,Research Scientist - In Vitro PK / Oncology,$74K-$129K ,3.4,Kelly,"San Diego, CA","Troy, MI",5001 to 10000 employees,1946,Company - Public,Staffing & Outsourcing,Business Services,101500.0
2359,2567,Quantitative Analytics Consultant,$74K-$129K ,3.1,"1798, LLC","La Jolla, CA","La Jolla, CA",1 to 50 employees,NA,Company - Private,Consulting,Business Services,101500.0
2360,2568,Data Analyst 3,$74K-$129K ,4.0,"BD (Becton, Dickinson and Company)","San Diego, CA",-1,Unknown,NA,Company - Private,Not Specified,Not Specified,101500.0
2361,2569,"Data Engineer AWS, ETL, Python - San Diego, CA (remote for now",$74K-$129K ,3.7,"PRIMUS Global Services, Inc","San Diego, CA","Irving, TX",501 to 1000 employees,2002,Company - Private,Consulting,Business Services,101500.0
2362,2570,Data Analyst Junior,$74K-$129K ,5.0,"Staffigo Technical Services, LLC","San Diego, CA","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,101500.0
2363,2571,Scientist (Chemistry),$74K-$129K ,4.9,BioPhase Solutions,"San Diego, CA","San Diego, CA",1 to 50 employees,NA,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,101500.0
2364,2572,Data Analyst - VerityStream,$74K-$129K ,4.1,"Verity, A HealthStream Company","San Diego, CA","Boulder, CO",201 to 500 employees,1985,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,101500.0
2365,2573,"Senior Scientist/Engineer, Process Development",$74K-$129K ,4.1,Poseida Therapeutics,"San Diego, CA","San Diego, CA",51 to 200 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,101500.0
2366,2574,Automotive eCommerce Data Analyst,$74K-$129K ,4.2,Web Shop Manager,"San Diego, CA","San Diego, CA",1 to 50 employees,2000,Company - Private,Computer Hardware & Software,Information Technology,101500.0
2367,2575,Data Architect / Engineer,$74K-$129K ,NA,AbleForce,"San Diego, CA",-1,-1,NA,-1,Not Specified,Not Specified,101500.0
2368,2576,"Principal Scientist, Chemical Development",$74K-$129K ,4.3,Neurocrine Biosciences,"San Diego, CA","San Diego, CA",501 to 1000 employees,1992,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,101500.0
2369,2577,Scientist – System Integration,$74K-$129K ,NA,Element Biosciences,"San Diego, CA","San Diego, CA",1 to 50 employees,NA,Company - Public,Not Specified,Not Specified,101500.0
2370,2578,Data Architect / Engineer,$74K-$129K ,NA,"AbleForce, Inc.","San Diego, CA",-1,-1,NA,-1,Not Specified,Not Specified,101500.0
2371,2579,"Senior Scientist/Engineer, Early Stage Process Development",$74K-$129K ,4.1,Poseida Therapeutics,"San Diego, CA","San Diego, CA",51 to 200 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,101500.0
2372,2580,"Data Scientist 3 (Tableau Statistics (Fleet Readiness), Tableau Statistics (IT Portfolio), Predictive Analysis & Visualization)",$74K-$129K ,4.1,PSI Pax,"San Diego, CA","California, MD",51 to 200 employees,2005,Contract,IT Services,Information Technology,101500.0
2373,2581,Senior Data Engineer,$74K-$129K ,3.5,Dexcom,"San Diego, CA","San Diego, CA",1001 to 5000 employees,1999,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,101500.0
2374,2582,Data Analyst III (Healthcare Analytics),$74K-$129K ,2.3,Interpreta,"San Diego, CA","San Diego, CA",1 to 50 employees,NA,Company - Private,Not Specified,Not Specified,101500.0
2375,2583,#104733 HPC Systems and Data Engineer,$74K-$129K ,4.3,UC San Diego,"San Diego, CA","La Jolla, CA",10000+ employees,1960,College / University,Colleges & Universities,Education,101500.0
2376,2584,"Senior Scientist/Principal Scientist, Molecular and Cellular Biology",$114K-$211K ,5.0,Vividion Therapeutics,"San Diego, CA","San Diego, CA",51 to 200 employees,2016,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,162500.0
2377,2585,Senior Scientist - CMC Analytical Development,$114K-$211K ,3.7,Takeda,"San Diego, CA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,162500.0
2378,2588,"Staff Scientist, Molecular Diagnostics",$114K-$211K ,3.8,Wondfo USA,"San Diego, CA","Willowbrook, IL",1 to 50 employees,NA,Company - Private,Not Specified,Not Specified,162500.0
2379,2590,"Principal Scientist, HEOR",$114K-$211K ,4.3,Neurocrine Biosciences,"San Diego, CA","San Diego, CA",501 to 1000 employees,1992,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,162500.0
2380,2591,Process Development Scientist/Engineer - MSAT/Process Development,$114K-$211K ,4.1,Poseida Therapeutics,"San Diego, CA","San Diego, CA",51 to 200 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,162500.0
2381,2594,Risk Analytics Manager,$114K-$211K ,3.4,Axos Bank,"San Diego, CA","San Diego, CA",1001 to 5000 employees,2000,Company - Public,Banks & Credit Unions,Finance,162500.0
2382,2597,"Senior Scientist, Medicinal Chemistry - Discovery Chemistry - La Jolla",$114K-$211K ,4.0,J&J Family of Companies,"San Diego, CA","New Brunswick, NJ",10000+ employees,1887,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,162500.0
2383,2598,"Research Scientist I, Medicinal Chemistry",$114K-$211K ,3.3,Vertex Pharmaceuticals,"San Diego, CA","Boston, MA",1001 to 5000 employees,1989,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,162500.0
2384,2599,Clinical Scientist,$114K-$211K ,4.9,BioPhase Solutions,"San Diego, CA","San Diego, CA",1 to 50 employees,NA,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,162500.0
2385,2600,Clinical Scientist,$114K-$211K ,3.8,AnaptysBio Inc,"San Diego, CA","San Diego, CA",51 to 200 employees,2005,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,162500.0
2386,2608,"Scientist II, Potency Assay Development",$114K-$211K ,3.3,"AveXis, Inc.","San Diego, CA","Bannockburn, IL",1001 to 5000 employees,NA,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,162500.0
2387,2610,Staff or Sr. Scientist Pharm R&D,$114K-$211K ,4.9,BioPhase Solutions,"San Diego, CA","San Diego, CA",1 to 50 employees,NA,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,162500.0
2388,2611,"Principal Scientist, Assay Development",$114K-$211K ,2.9,Epic Sciences,"San Diego, CA","San Diego, CA",51 to 200 employees,2008,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,162500.0
2389,2617,"Senior Scientist / Principal Scientist, DMPK",$75K-$149K ,5.0,Vividion Therapeutics,"San Diego, CA","San Diego, CA",51 to 200 employees,2016,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,112000.0
2390,2619,"Staff Scientist, Assay Development",$75K-$149K ,NA,Element Biosciences,"San Diego, CA","San Diego, CA",1 to 50 employees,NA,Company - Public,Not Specified,Not Specified,112000.0
2391,2620,"Principal Scientist, Cheminformatics",$75K-$149K ,3.8,Bristol-Myers Squibb,"San Diego, CA","New York, NY",10000+ employees,1858,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,112000.0
2392,2621,Data Integration and Standardization Specialist,$75K-$149K ,4.2,La Jolla Institute for Allergy and Immunology,"La Jolla, CA","La Jolla, CA",201 to 500 employees,1988,Nonprofit Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,112000.0
2393,2623,Sr. Scientist - Digital & Image Analysis/Computational Pathology,$75K-$149K ,3.7,Takeda,"San Diego, CA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,112000.0
2394,2625,"Scientist / Sr Scientist, Computational Chemist (Drug Discovery)",$75K-$149K ,NA,Gossamer Bio,"San Diego, CA","San Diego, CA",51 to 200 employees,NA,Company - Public,Not Specified,Not Specified,112000.0
2395,2626,"Sr. Scientist, Molecular POC",$75K-$149K ,3.6,BD,"San Diego, CA","Franklin Lakes, NJ",10000+ employees,1897,Company - Public,Health Care Products Manufacturing,Manufacturing,112000.0
2396,2628,Scientist - Comparative Medicine,$75K-$149K ,4.1,Pfizer,"La Jolla, CA","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,112000.0
2397,2630,Scientist - Immunotherapeutic Design,$75K-$149K ,4.1,Pfizer,"La Jolla, CA","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,112000.0
2398,2631,Scientist/Web Developer,$75K-$149K ,4.0,BroadPharm,"San Diego, CA","San Diego, CA",1 to 50 employees,NA,Company - Private,Not Specified,Not Specified,112000.0
2399,2636,Technical Service Scientist,$75K-$149K ,2.9,BioLegend,"San Diego, CA","San Diego, CA",501 to 1000 employees,2002,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,112000.0
2400,2640,Scientist / Sr. Scientist – Cell Line Development,$75K-$149K ,NA,"BlueNalu, Inc.","San Diego, CA",-1,-1,NA,-1,Not Specified,Not Specified,112000.0
2401,2641,"Assistant, Associate or Full Project Scientist - Biomedical Informatics",$75K-$149K ,4.3,UC San Diego,"San Diego, CA","La Jolla, CA",10000+ employees,1960,College / University,Colleges & Universities,Education,112000.0
2402,2644,"Scientist II, DMPK",$112K-$211K ,3.7,Takeda,"San Diego, CA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,161500.0
2403,2645,"Scientist / Associate Scientist, Cancer Immunotherapy",$112K-$211K ,4.2,"Fate Therapeutics, Inc.","San Diego, CA","San Diego, CA",51 to 200 employees,NA,Company - Public,Accounting,Accounting & Legal,161500.0
2404,2646,Business Data Analyst III,$112K-$211K ,3.5,Russell Tobin & Associates,"San Diego, CA","New York, NY",51 to 200 employees,2010,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,161500.0
2405,2647,In Vivo Principal Scientist,$112K-$211K ,4.1,Pfizer,"La Jolla, CA","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,161500.0
2406,2648,"Principal Scientist, Translational Pharmacology",$112K-$211K ,4.1,Pfizer,"La Jolla, CA","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,161500.0
2407,2649,Operations Scientist 1,$112K-$211K ,3.7,Hologic,"San Diego, CA","Marlborough, MA",5001 to 10000 employees,1985,Company - Public,Health Care Products Manufacturing,Manufacturing,161500.0
2408,2653,Scientist 1 - Biology/Microbiology--Rodent Handling,$112K-$211K ,3.7,Infotree Service Inc,"San Diego, CA","Canton, MI",51 to 200 employees,2004,Company - Private,Advertising & Marketing,Business Services,161500.0
2409,2654,Associate Scientist - PCR,$112K-$211K ,NA,Carma Search,"San Diego, CA",-1,-1,NA,-1,Not Specified,Not Specified,161500.0
2410,2656,Sr. Scientist Analytical Method Development,$112K-$211K ,3.4,Abzena,"San Diego, CA","Cambridge, United Kingdom",51 to 200 employees,2001,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,161500.0
2411,2657,"Assistant, Associate or Full Research Scientist - Medical Genetics",$112K-$211K ,4.3,UC San Diego,"San Diego, CA","La Jolla, CA",10000+ employees,1960,College / University,Colleges & Universities,Education,161500.0
2412,2659,"Sr. Scientist, Clinical Development",$112K-$211K ,4.3,Neurocrine Biosciences,"San Diego, CA","San Diego, CA",501 to 1000 employees,1992,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,161500.0
2413,2661,Senior Scientist - Immunotherapeutic Design,$112K-$211K ,4.1,Pfizer,"La Jolla, CA","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,161500.0
2414,2664,"Sr Associate Scientist, Phage Display, Molecular Biology",$112K-$211K ,4.1,Pfizer,"La Jolla, CA","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,161500.0
2415,2665,CLINICAL LABORATORY SCIENTIST,$112K-$211K ,3.8,U.S. Navy,"San Diego, CA","San Diego, CA",1001 to 5000 employees,1775,Government,Federal Agencies,Government,161500.0
2416,2666,"Staff Scientist, Image & Signal Processing Engineer",$112K-$211K ,NA,Element Biosciences,"San Diego, CA","San Diego, CA",1 to 50 employees,NA,Company - Public,Not Specified,Not Specified,161500.0
2417,2667,Sr. Scientist - NGS Assay Development,$112K-$211K ,3.0,Laboratory Corporation of America,"San Diego, CA","Burlington, NC",10000+ employees,1995,Company - Public,Research & Development,Business Services,161500.0
2418,2668,Scientist/Associate Scientist Cancer Immunotherapy (CAR / TCR Biology),$112K-$211K ,4.2,"Fate Therapeutics, Inc.","San Diego, CA","San Diego, CA",51 to 200 employees,NA,Company - Public,Accounting,Accounting & Legal,161500.0
2419,2669,Clinical Laboratory Scientist II,$112K-$211K ,3.2,INVIVOSCRIBE INC,"San Diego, CA","San Diego, CA",51 to 200 employees,1995,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,161500.0
2420,2670,"Senior Scientist, Biochemistry/Bioconjugation",$112K-$211K ,4.1,Pfizer,"La Jolla, CA","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,161500.0
2421,2671,"Sr. Computational Biologist, Immuno-Oncology",$112K-$211K ,4.1,Pfizer,"La Jolla, CA","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,161500.0
2422,2672,"Scientist / Senior Scientist, Neuroscience Research",$112K-$211K ,NA,"Locana, Inc.","San Diego, CA",-1,-1,NA,-1,Not Specified,Not Specified,161500.0
2423,2673,"Manager, Real Estate Data Science & Strategy",$112K-$211K ,2.9,PETCO,"San Diego, CA","San Diego, CA",10000+ employees,1965,Company - Private,Pet & Pet Supplies Stores,Retail,161500.0
2424,2674,"Senior Associate Scientist, Parallel Medicinal Chemistry - Discovery Chemistry - La Jolla",$62K-$127K ,4.0,J&J Family of Companies,"San Diego, CA","New Brunswick, NJ",10000+ employees,1887,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,94500.0
2425,2676,In Vivo Senior Principal Scientist,$62K-$127K ,4.1,Pfizer,"La Jolla, CA","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,94500.0
2426,2677,"Senior Scientist, Process Development",$62K-$127K ,2.4,NantKwest,"San Diego, CA","San Diego, CA",51 to 200 employees,2015,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,94500.0
2427,2680,"Senior Scientist, Molecular Diagnostics",$62K-$127K ,3.8,Wondfo USA,"San Diego, CA","Willowbrook, IL",1 to 50 employees,NA,Company - Private,Not Specified,Not Specified,94500.0
2428,2682,Research Associate/Associate Scientist – Chemistry Product Development,$62K-$127K ,NA,Element Biosciences,"San Diego, CA","San Diego, CA",1 to 50 employees,NA,Company - Public,Not Specified,Not Specified,94500.0
2429,2685,"Genomics Field Applications Scientist, North America",$62K-$127K ,3.4,Beckman Coulter Life Sciences,"San Diego, CA","Brea, CA",10000+ employees,1935,Subsidiary or Business Segment,Health Care Products Manufacturing,Manufacturing,94500.0
2430,2688,"Scientist I, Molecular POC",$62K-$127K ,4.0,"BD (Becton, Dickinson and Company)","San Diego, CA",-1,Unknown,NA,Company - Private,Not Specified,Not Specified,94500.0
2431,2689,"Assistant, Associate or Full Research Scientist - Head of the Human Liver Cell Isolation Lab",$62K-$127K ,4.3,UC San Diego,"San Diego, CA","La Jolla, CA",10000+ employees,1960,College / University,Colleges & Universities,Education,94500.0
2432,2694,Clinical Research Data Specialist II,$62K-$127K ,4.2,University of Southern California,"San Diego, CA","Los Angeles, CA",10000+ employees,1880,College / University,Colleges & Universities,Education,94500.0
2433,2695,"Sr. Computational Biologist, Oncology Drug Discovery",$62K-$127K ,4.1,Pfizer,"La Jolla, CA","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,94500.0
2434,2698,"Manager/Sr Scientist, Genomic Application",$62K-$127K ,NA,Element Biosciences,"San Diego, CA","San Diego, CA",1 to 50 employees,NA,Company - Public,Not Specified,Not Specified,94500.0
2435,2702,Senior Data Engineer,$62K-$127K ,3.6,Humana,"San Diego, CA","Louisville, KY",10000+ employees,1961,Company - Public,Insurance Carriers,Insurance,94500.0
2436,2703,"Principal Scientist, Assay Development",$62K-$127K ,NA,Level Up Talent,"San Diego, CA",-1,-1,NA,-1,Not Specified,Not Specified,94500.0
2437,2704,"Principal Research Scientist/ Statistician, Real World Evidence/ Late Phase",$86K-$178K ,4.0,"CTI Clinical Trial Services, Inc","San Diego, CA","Covington, KY",501 to 1000 employees,1999,Company - Private,Health Care Services & Hospitals,Health Care,132000.0
2438,2705,"Senior Scientist, Process Science - Analytical Sciences",$86K-$178K ,3.3,"AveXis, Inc.","San Diego, CA","Bannockburn, IL",1001 to 5000 employees,NA,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,132000.0
2439,2709,Health Data Analyst IV,$86K-$178K ,2.5,MedImpact,"San Diego, CA","San Diego, CA",1001 to 5000 employees,1989,Company - Private,Wholesale,Business Services,132000.0
2440,2710,Research Scientist - SRA,$86K-$178K ,2.4,NantKwest,"San Diego, CA","San Diego, CA",51 to 200 employees,2015,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,132000.0
2441,2711,Sr. Data Manager (Sr. Associate),$86K-$178K ,4.1,Pfizer,"La Jolla, CA","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,132000.0
2442,2712,Systems Analyst - Data Integration,$86K-$178K ,3.7,"Sunrise Systems, Inc.","San Diego, CA","Edison, NJ",501 to 1000 employees,1990,Company - Private,IT Services,Information Technology,132000.0
2443,2717,"Principal Scientist, Medicinal Chemistry - Discovery Chemistry",$86K-$178K ,4.0,J&J Family of Companies,"San Diego, CA","New Brunswick, NJ",10000+ employees,1887,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,132000.0
2444,2718,"Senior Scientist, Quality Control",$86K-$178K ,3.2,BioDuro,"San Diego, CA","San Diego, CA",501 to 1000 employees,2005,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,132000.0
2445,2719,"Computational Modeling, Senior Scientist",$86K-$178K ,NA,"Lassogen, Inc.","San Diego, CA",-1,-1,NA,-1,Not Specified,Not Specified,132000.0
2446,2720,Computational Biologist/Bioinformatics Position,$86K-$178K ,4.2,La Jolla Institute for Allergy and Immunology,"La Jolla, CA","La Jolla, CA",201 to 500 employees,1988,Nonprofit Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,132000.0
